,height,weight,bone_density
0,172.27415062038824,86.97034919681435,1.0180982523703253
1,198.97747923087556,104.85555332290112,0.6974143350842494
2,207.11968071892977,87.40104688830093,0.7233613813886408
3,184.64272104623697,63.142295184724034,0.5477387058600002
4,179.38481426024376,67.52325676297193,1.0760223737947392
5,201.67421668806716,84.55237278642963,0.8687335396813632
6,172.47154362524978,85.11106318664459,0.7856501698632344
7,188.97654259355124,62.204422347740845,1.0286702082089587
8,181.45156018348482,88.18505434893899,0.9605785536049263
9,191.86364883955704,94.50057924390845,0.7353395189826079
10,190.94627687289778,87.95977702894372,0.8699854296759421
11,194.90737019817524,94.50831884545494,0.6861887067725907
12,188.61838809051892,94.53060942041576,0.6787531761116367
13,178.55793538697407,74.8899645368707,1.011808293174675
14,197.26037936062718,80.26354020244086,0.7029931596192053
15,182.30324452158274,96.47254943642713,0.7800637676057776
16,192.98571312509907,81.86156211110318,0.7053910422857453
17,187.63022056655893,82.64567557648942,0.8156638372387511
18,158.01387945151848,101.95335151682357,0.8961935948633638
19,194.90156778135,89.41811779325047,1.0323270015672699
20,167.62270464863246,95.98281844156745,0.7324276861941079
21,196.65249563766127,99.42320515192745,0.5529751394994343
22,184.75772430858464,86.10127810880446,0.7883748713831666
23,197.93881444046252,62.958610384107466,0.5662302631497813
24,165.30761397411942,74.78477597818247,0.800814230635404
25,199.15593147351345,88.43735480473818,0.9015740536146536
26,169.76250241347205,76.32405585105278,0.6876226928521314
27,188.98255658344306,109.67710031340968,0.7081708346021987
28,182.165885896533,82.0429076069452,1.0855309841011072
29,198.13746860184958,63.10024077288974,0.6698168051887734
30,181.2006560598653,79.11502291590423,1.0478493450317177
31,183.17079322487726,90.43983224147301,0.8015823979132396
32,194.21442246453552,114.35116049172063,0.7539270537250036
33,202.70844867774107,108.76534947152916,0.8807726080923401
34,184.26318081221564,68.08483624606978,1.1106692879928761
35,177.45038259754992,81.10474176415636,0.8086094555937088
36,198.48304576748265,71.23735879412602,1.0530205706165403
37,189.79895919856335,84.45183190025374,0.7660771023087605
38,177.78066463354017,77.1072982778667,0.8722843674861551
39,178.3797175848497,80.57215818455568,0.886294962312757
40,185.62455711006749,84.35399382675878,1.021724277223024
41,180.78035788492346,80.26102640875126,1.3981643075978238
42,181.7584817877156,71.47985246073034,0.9042419077628703
43,185.83703353826496,86.74770817976336,0.6107083181106511
44,203.05927435724928,107.65038644334588,0.6824769761690237
45,189.46908385480077,92.79253535217674,0.8537164072898876
46,192.35655957613915,88.89335692981177,0.7461553538847242
47,208.47479246635157,72.30235023927226,0.593505123997012
48,172.42658708222535,79.62929158503874,1.0983188438245455
49,175.12480014501418,86.25393069448258,1.016133557284088
50,191.6064524136488,83.21399525987887,0.7843340309268777
51,180.51466254047028,64.47981820140942,0.8430606254540093
52,166.25251579871335,68.79744511241171,0.9492545433353251
53,196.83284187478142,77.30505798317262,1.0688009801583602
54,203.1527256739121,75.97844807406175,0.5563251511763875
55,208.51013217417997,84.51606448618513,0.8273258400433119
56,187.98328398232508,77.43385205501818,0.8567497748005205
